5000 10000
4744 2227 770450
1335 4179 428714
4877 2483 709296
4377 1726 430799
2028 2856 88646
551 1264 635742
4414 3833 959572
3570 2753 906530
323 3344 592276
3740 2546 165439
1290 2509 905779
523 535 853572
1038 3284 6670
4346 2462 105291
4798 4754 872889
891 2111 203134
3657 1123 689698
4792 3729 428383
1327 3658 491345
3462 1536 456363
2882 3532 135523
3031 2213 374652
2981 2961 476853
1841 2041 506815
1725 193 756839
210 1236 553823
4242 2145 604261
2987 2890 763385
2651 2520 808856
2427 2026 355715
520 4114 514049
2299 2224 815
379 3192 509711
3611 3700 197308
3337 2800 635449
2081 4335 225213
3088 2830 219683
3036 399 934137
4545 1849 786024
3906 257 139793
666 3418 127688
3564 1939 943263
3414 73 430601
237 2363 285213
1256 266 111643
4640 1317 612742
2409 1484 618697
4660 2375 459298
4938 1050 611203
3323 107 637145
4141 240 992004
657 3988 394398
644 1429 788025
2249 3290 479062
3708 1804 405204
3366 1930 380186
4662 2340 412720
2213 2636 384999
2145 4713 640971
1768 1011 976027
2081 4785 458392
403 101 15075
705 4083 320521
961 3060 945451
652 2471 733062
4707 4452 438894
459 12 386224
4711 4706 985355
2868 1313 406838
1171 589 435569
319 3606 92477
1973 3088 864128
2249 2013 221177
4384 2653 172478
668 3891 798649
284 868 871486
3164 2924 545842
3664 4559 67083
2954 2523 205781
4174 194 203901
3614 2311 434818
4967 4027 337937
3270 2737 326683
737 3065 83423
1388 145 844300
637 4990 56201
1324 842 679305
1684 1818 176516
454 4157 781979
560 203 116172
2560 3083 96768
2744 3288 330163
767 3970 724073
3035 1993 634188
1909 3775 283810
4685 3769 809964
3318 459 23233
4051 4222 532219
47 3082 46659
2143 1323 20182
3731 4701 544652
2866 1864 113087
4133 982 907292
690 1338 186549
4875 106 337857
804 1064 299646
4782 4367 925508
3087 1811 561703
4845 3798 348103
4488 279 299805
1362 1688 695181
3611 420 203618
849 1813 651769
3514 1139 898944
2530 4228 707113
2714 3420 43293
2092 1432 503781
4131 194 716250
3584 4296 610853
1115 1391 908450
408 1453 419424
3398 1801 854937
1045 2698 133288
2420 2324 165218
3714 3805 497039
2449 2178 54090
2401 4130 103181
3179 4887 350895
2896 494 20574
4510 3233 358881
1382 1932 126054
2887 4234 287441
4909 4833 893315
4475 1169 745502
4193 3527 146198
805 2837 990970
3858 2703 851510
2989 1952 554897
2078 631 305874
3455 3776 995292
1410 13 793272
2668 3493 933319
518 1110 328765
2080 2969 306531
2329 4087 511749
3007 3267 476357
4288 2177 259750
3659 2126 650436
465 1705 403231
303 4933 130681
394 1079 184423
730 4633 295612
18 4528 844096
1424 3236 160313
2794 3212 621475
2435 4843 393245
4836 4064 444388
251 1472 334827
4342 2698 178660
4693 1078 111434
283 1656 366137
3657 4458 116237
4132 2489 528919
4528 2763 594124
1671 777 626668
1778 1283 502806
4007 845 503150
1835 3316 251012
222 1076 221017
332 3940 191425
4903 3749 767321
1416 3584 835080
1528 2961 202327
1862 2890 241074
4579 3276 754601
4539 3225 606419
1893 3068 301030
1828 1093 866746
2678 3208 845835
4936 4340 222877
3038 2218 768062
4204 4956 84733
1027 4319 930404
1499 2852 713169
2790 2106 791613
3862 4624 205180
4231 2089 235349
1689 4283 134884
308 3944 892404
4266 1595 761205
3218 2937 592725
1860 2055 136907
3311 356 501975
2323 1795 610990
4209 2628 705775
93 4740 643085
1165 3647 48392
1633 3848 72089
4555 3284 186080
1010 3756 872895
3906 3502 208583
1660 383 435482
1549 4781 343574
3351 5000 644183
4025 4327 136256
4060 1497 859245
789 2902 640079
473 281 481375
4408 729 556857
333 2428 115819
112 1555 195412
582 1952 633235
4893 2449 599070
1304 3701 129267
4784 4575 778009
3849 694 130637
2256 2991 512499
459 2176 290158
1718 935 996411
4147 33 741733
4373 2287 41437
4962 1757 16499
416 4433 16990
1692 4692 548446
193 4636 913109
2071 1792 926929
1383 1539 402985
671 3530 740034
1717 4136 925299
573 2724 856500
176 7 503783
436 2071 631576
3426 511 441243
338 1684 206952
3237 1580 958020
2407 3203 949556
3506 2043 991887
2785 1535 766785
3175 1119 188713
4694 2812 520052
175 4824 74009
1359 1726 435683
3138 1120 952702
3960 4798 833490
2316 1576 152283
2757 812 798310
4973 809 162818
2970 1786 737437
277 4873 642877
2188 3890 293402
2149 3145 106320
2780 2433 776905
349 4355 766394
1439 709 724721
2069 2198 923705
4169 4035 414191
3652 1214 176847
4418 2693 50242
3988 3617 759233
835 3401 396439
1233 784 138569
2432 3260 467250
1867 2146 549633
2877 395 935161
3091 3086 801331
505 32 576502
4081 3348 209376
4948 254 755339
175 2608 246625
145 2807 74940
158 3203 527669
1989 1350 512316
1805 2071 525219
3645 4765 209136
3640 3682 630084
3874 2252 708807
1693 4572 84689
9 1948 753570
1117 137 591003
616 2836 906347
3177 30 816888
2277 4376 643277
190 1523 440529
3136 2006 992063
1758 758 167335
2845 4972 145915
3188 1941 570659
566 4183 333994
1572 3526 427361
3927 550 944397
1491 1225 553524
3958 2092 976632
3471 3035 241191
159 979 878047
3631 1450 145448
1371 2699 326479
4360 4108 792680
4678 3464 43793
39 794 621476
314 1821 577353
884 2756 493904
464 205 32809
3813 4928 985389
1852 163 901669
1015 3378 687283
4620 735 408796
1671 1092 329122
2913 3324 791582
2149 4944 987933
2471 3601 320564
4941 3508 76448
3496 2033 859684
703 2681 449344
4985 2575 175763
1583 2592 118777
2955 3637 980465
2558 4980 588928
2072 4344 798366
3899 3865 652441
136 453 549563
958 4974 842470
3939 2223 816126
1312 3225 545534
2524 2056 7183
1169 4909 983399
2622 309 329160
3714 3827 369113
3152 938 267399
4117 2871 238873
68 2990 215045
1762 4211 517263
3550 1459 733658
2668 801 978490
2706 926 990804
3561 1119 582926
4421 1127 55705
3760 3772 269413
4624 694 499956
2274 3804 813845
4464 4275 636034
4672 4890 339226
1994 2984 903462
3561 1717 454221
4110 3291 427189
3155 2823 619760
3412 4451 520312
1043 3206 763461
3434 2386 91275
287 2635 203426
1796 1189 36965
124 3711 130965
3443 3279 387278
2437 148 959867
3769 331 281632
1959 3516 330009
103 4104 53899
3828 1241 319015
3113 2471 912248
1590 3384 120337
1481 4118 496779
4919 4194 146528
1544 943 818013
1430 921 356890
1035 3453 574505
877 2748 758970
2723 4853 383946
2454 142 349972
4749 191 154950
3244 2089 379988
4676 3967 176515
4476 3501 965529
1427 4860 791392
786 2916 421988
1904 3996 275206
3060 601 50589
1277 344 924872
113 2538 290149
4107 2624 468551
1215 4920 802159
184 64 765178
1014 1317 382631
3077 3342 845916
1779 4747 183316
2571 27 840911
3894 699 309883
302 504 691200
2829 3181 989187
2637 3377 679318
3300 4004 641410
2036 1237 323067
1599 14 41226
2722 3299 834697
1617 4241 515098
1013 3327 181735
1736 3233 569219
2733 3615 680931
4658 3616 402796
3760 3302 320213
2351 1937 18107
448 1086 63254
4664 3597 693661
2853 3622 129687
2795 2475 975273
4542 3436 180899
2719 1299 81943
1876 4081 66464
3611 212 647630
954 2899 92875
2742 1208 107834
706 2058 904142
2045 1354 72502
1658 340 320553
4911 2887 731501
4008 4999 816527
3661 1464 41426
284 427 741738
3828 135 714179
517 577 968490
196 3466 808312
1657 4071 869724
4837 1194 820500
884 4201 40221
2875 2064 89473
3079 4931 11243
4424 3249 475234
1280 4610 922861
2362 2240 912838
1808 404 773811
2982 4875 922988
963 526 574276
4937 628 375231
4545 1911 881975
2951 1028 126043
278 1103 264250
1314 4402 499841
3766 3686 948599
1891 3587 420239
1434 4868 744318
1330 337 967898
1737 1416 670632
4454 4012 411213
1668 261 617367
3634 3448 503891
1450 1362 389893
1326 2421 41551
3751 676 790283
3838 1930 687434
241 3573 617611
1955 165 319215
2187 1681 91882
2170 4774 985395
1407 542 738890
4322 2687 436665
2027 450 926507
1315 4723 950002
1939 1900 425247
3479 4413 595669
380 299 227580
1450 1176 461278
449 3729 722374
1678 2503 181975
4969 3449 251680
3920 689 546268
373 4912 322196
4550 2067 757803
1003 614 685945
942 3621 973533
206 464 711946
122 1527 903784
3885 1529 404270
1396 1485 355583
2414 4771 580109
1628 3923 49464
4342 4077 778991
4787 2702 356292
4422 3797 774074
4615 4051 127913
2983 3506 556187
962 4678 539002
631 4892 851998
4944 3528 589979
4028 749 959691
4426 429 658800
1148 3649 152268
2185 3126 495566
1278 1153 289008
1918 2138 33817
948 4368 443919
267 225 747599
390 72 791072
4554 1391 437895
3595 1234 230471
3703 3457 471687
30 3881 858423
2535 1335 65869
2072 68 924248
1656 1725 815401
2041 3471 881696
2225 4058 14138
570 3476 380293
512 3933 928958
1579 386 273979
4134 1675 428663
2853 1536 779044
1212 2400 692631
4475 3693 200737
3811 3128 797509
3865 1802 299699
2990 4828 266071
1484 4029 278796
4748 2768 572061
3858 4676 852111
2758 2156 227810
907 442 93658
4904 1051 59884
819 3757 948045
1197 2724 209069
1802 2380 8952
982 4026 478833
4020 909 83369
1479 1321 6763
1178 4628 287140
4816 2463 256702
2802 3082 622307
1363 2765 626202
2974 3437 942868
4123 2160 615760
1718 3232 480817
2377 1175 835824
1876 1669 89211
3233 3940 821396
3655 1438 732055
3872 4431 671726
3359 246 775602
3299 583 91071
4233 4275 526043
267 3575 504711
168 947 804091
4486 4962 906705
1264 2109 257820
4478 1013 544949
778 4416 144040
4841 3331 302702
998 4298 935243
418 4934 695649
2564 1842 46435
104 172 16162
2832 4101 307577
4729 3741 773428
2961 4486 515856
1784 2647 25336
4975 4566 360855
4191 1834 145735
4699 1210 560790
2639 1822 896510
2195 1654 789573
2191 4023 277931
4006 1734 371971
4360 1064 783007
3827 3078 372746
526 2283 371614
3999 3846 277653
2584 1383 767654
2863 1500 688554
1592 746 38291
765 206 267165
32 4902 319635
4911 1793 28252
4684 1324 954276
4104 1729 941127
2928 1960 500068
3861 1577 813026
1437 1850 139807
4870 2503 474109
2716 4828 271915
3790 4920 453116
367 785 183731
1036 394 745458
878 748 932366
4519 4870 624573
123 2581 148158
2280 2900 766019
4184 340 540584
299 1903 864391
3488 4959 745660
2757 688 900032
2396 2030 931971
1441 4738 270746
2711 1466 777174
3336 4730 885520
1969 3564 450232
1074 3012 10318
1050 4143 428940
1351 2621 932155
4716 4143 13740
1305 3872 248426
1754 3273 836745
4953 664 113610
4553 4700 958191
91 1821 435477
2019 4700 308234
1040 3917 309202
3805 4638 578939
231 1387 961201
1229 4007 763122
82 311 223638
338 4654 873102
328 2548 987279
4033 2305 633653
1183 3382 573522
4414 4799 736493
765 3596 974597
3989 3512 61095
1116 2121 261533
937 2301 352639
1682 3749 92196
4765 1508 218345
3013 1000 481583
4457 3517 61450
1096 4857 8141
855 4499 575351
4657 3101 480904
683 1951 559573
4688 124 318059
2674 3006 27737
4712 2981 416697
4480 3752 735266
1974 1990 216836
3579 3426 500204
4119 2687 280260
4338 4644 286479
369 307 667825
4037 1786 263124
459 2769 266728
2730 3856 756689
4183 3471 424948
460 1616 740937
4883 483 395904
3615 3646 780564
1518 3681 782512
4813 3778 170179
4792 114 771281
4645 3129 369147
2293 2074 181436
2500 4761 785227
1551 3538 393770
1592 2215 782391
4641 3514 9497
1875 4494 644008
1287 1095 314030
323 918 160974
2396 2632 139019
2627 1910 755242
390 2505 592246
4682 1382 639411
3225 1812 808652
1177 565 782303
1716 3939 140827
4384 174 374149
4164 1811 13475
4584 3031 129048
2307 4224 59736
982 4339 883631
1381 1015 622491
661 4618 972127
3134 4018 226452
1777 347 569698
738 752 646744
780 2512 463424
38 863 356677
2071 2695 524538
2725 547 283980
2006 4329 689528
619 1 158201
2214 750 8946
3731 1485 967439
1852 2181 174406
2007 2810 409143
4440 1902 484813
3676 2620 793428
2781 4399 872213
3870 137 453003
1191 1212 220556
2530 1811 562560
119 3671 286540
2289 4037 452903
1633 4461 221198
4793 2687 85917
2308 1991 251131
1994 4748 206636
4409 973 82321
4013 2579 275380
651 3093 51945
3057 3206 772241
4490 4 77131
4082 4557 246785
3104 2528 431622
428 1188 547939
1184 2825 767083
845 979 752456
138 484 493619
3869 232 68084
4797 4502 281658
4168 2886 494157
1305 864 822705
3949 4289 659095
2741 626 37457
4092 3633 602601
3842 3528 52597
1366 4181 248399
1870 4509 373950
3631 4973 442432
647 3726 503886
191 2482 197456
2320 4533 584575
4357 4557 508183
4718 3777 617719
3959 66 350437
2861 4511 920931
1180 1721 2314
613 2856 856264
4684 3162 539450
2981 1281 608897
3176 4562 152995
4769 4960 156924
4973 1670 697403
2065 676 39198
4781 2737 924878
1641 2905 459687
4114 2083 893089
394 2863 353704
987 844 63537
1954 72 337790
2854 1234 154710
2086 550 393745
277 534 753633
2993 214 957194
610 677 181814
590 3657 256529
3379 1609 703031
2303 1534 862002
2226 4896 844670
3902 2792 4292
4358 4779 926601
550 868 685549
3725 630 623370
3138 4060 911012
2145 299 879740
1262 1897 705801
1429 278 548606
4226 3289 476139
3669 759 310911
739 1628 859299
1798 434 400655
2418 3814 444945
2030 4891 204827
846 1260 257580
371 3659 12194
4456 1159 821478
394 440 796206
269 2672 1435
3268 3563 499098
3 4825 677331
1009 862 30526
4736 1967 70205
843 815 536888
637 1460 971194
1854 3631 439794
2106 3884 764510
1045 2944 653348
525 1855 648944
4444 3058 109924
3850 4074 566619
3606 1414 425873
1476 2700 986844
100 290 718874
2565 3679 653838
3260 1369 902341
3145 3181 885686
683 3481 601052
3601 3483 317021
2389 933 618174
1963 2382 931173
4409 2723 357416
47 2400 168552
1541 1056 802488
2003 1169 862654
2365 4147 181576
2669 3428 811093
1663 3073 927699
2619 439 298781
213 3364 354892
3710 833 379137
861 3192 176090
2519 2028 752747
882 1486 362396
4496 1375 554125
3746 1510 700007
1335 3507 191987
3960 1742 671149
3193 4720 720714
4251 4824 152363
2038 1000 587689
4083 1920 303453
3654 4482 912779
77 1804 308563
1443 1101 312514
3254 2236 30689
2241 2362 739407
2818 2063 121100
3553 2555 269809
1478 1634 737315
3949 1803 150927
2149 3777 918383
1941 3642 810700
1636 4843 848433
63 1023 555698
4765 3008 468480
3924 3852 179395
552 3750 278039
3764 3469 56915
4469 3541 668441
4230 3211 502080
3841 2771 915414
4139 4849 614451
2433 1878 58669
3075 666 629993
3114 2680 897334
4214 618 840
3653 2928 243566
880 152 332471
4031 3710 766015
4737 1053 165482
1359 3463 520280
3990 3784 6777
3845 1423 413517
3103 4360 912414
3061 1693 81680
2792 2590 775601
4200 3206 748617
2573 289 441226
2864 539 951341
4727 388 702546
446 4243 617852
4580 733 980668
1487 4137 938207
4691 3179 859740
2465 3866 176134
719 1885 605470
1513 3981 663157
625 2076 563356
1947 2207 372596
3334 1899 572674
353 1066 395840
4572 3741 82572
643 2960 39159
117 4963 982862
4869 3920 49438
2193 504 581323
325 3375 800185
3678 4301 124940
1666 579 902746
3003 4047 493762
3694 2907 804946
479 1119 837785
438 2954 552439
848 548 955291
3853 3258 281761
1688 2897 585201
1649 3973 798100
926 2076 788263
1733 2645 42750
3237 1320 189211
1541 2955 558834
3413 843 222420
4447 2335 251091
3187 4468 871422
3929 3110 886361
3987 858 320976
4822 4404 688339
50 2558 336456
981 3645 920225
2846 2877 384198
4971 3 603658
3638 330 283454
4400 3573 425173
3754 17 41083
3063 4815 631003
1203 3715 738349
1437 2516 81850
1215 1035 717836
4815 3576 17681
835 1828 703028
163 1938 398774
709 4459 830991
954 3217 947540
2566 1195 368372
4051 285 314964
2072 1982 858252
1751 3005 702212
2119 4216 668702
724 969 686892
1290 1978 713311
2403 3611 454060
3622 3820 464671
827 258 75432
2257 4724 576436
3086 2516 159126
4774 3406 29491
1678 430 141097
655 2430 360358
1933 749 613124
1828 3271 907787
2510 939 738129
3824 3164 719740
1819 3749 515462
90 237 790180
2004 1873 706786
3171 1188 908682
2401 3437 611246
4358 3405 553901
452 4556 525965
2072 2509 457513
4373 2974 380456
4187 3419 146908
4182 98 761806
802 2752 223451
1071 2988 852976
379 2236 896023
4515 4060 427258
4450 243 800967
3720 390 33315
70 283 325763
4020 4284 226211
1992 3445 235156
1388 4350 326463
1355 1992 256242
1774 4795 310362
3030 59 895213
3822 4019 668014
4497 1532 343989
2857 4133 752540
3587 3504 866456
4739 3985 510597
3642 4251 866116
1064 114 788561
2137 4571 374971
615 4794 187987
1148 3794 118670
2266 3067 797046
596 1218 94517
2925 2372 257564
1028 3206 164970
4798 349 511650
2424 1627 422941
1706 2342 191789
2912 3485 996577
4534 3598 548014
4973 707 349475
3217 4440 273169
3889 2534 124253
2322 107 953846
4338 144 265480
1554 375 86698
403 3604 434362
284 2523 253253
2659 3944 700036
397 4321 848675
3689 2969 808240
2923 2411 442646
1328 3188 508667
4107 4267 454154
1920 3637 748514
3768 3054 550077
4228 1159 979875
4980 3517 215682
3727 1950 740111
4430 991 928812
4239 1823 540734
4731 4110 60126
4049 4275 598490
2487 773 28122
49 3542 462840
4918 866 507857
1840 1649 696064
3313 4524 845638
555 1154 288549
4299 1028 815946
4392 207 944029
974 1131 398370
2235 4600 234913
2180 4562 847781
3916 1045 338275
1722 4038 392660
4332 3063 472268
3172 3964 550852
4368 3728 456481
4512 465 532958
816 4280 330857
2105 4097 87940
3027 1753 155444
1837 3334 436454
931 1107 611355
3722 2438 579091
3639 380 569749
2854 3973 720536
3126 3340 61827
2011 4835 373479
2023 845 528071
3685 1479 243439
4685 4381 481090
3548 3268 96722
3853 3660 253667
4669 4558 618460
2053 2884 782927
2417 1073 96633
4799 4578 124874
2486 4555 715206
3461 4596 861308
3834 3860 785963
2293 3005 809582
3876 260 622455
616 2530 140946
435 1997 39127
697 4158 509573
2314 3401 658208
3773 3925 781582
1879 3618 364509
42 4890 209555
4052 2875 265659
2731 4816 705664
262 2016 371918
2069 566 81115
2529 2200 953943
852 3908 166472
1022 3841 976632
1786 884 597930
2926 1583 409657
3741 3598 327349
3134 1169 531040
2559 4651 500361
784 4844 471527
767 4831 409410
1197 2234 550748
4932 3995 519429
4481 367 47494
4085 4298 55349
1514 1815 521472
164 3886 527652
4628 1831 730988
3755 3999 241758
4565 225 394685
2868 2435 499951
3243 2645 542200
4255 3046 474546
1212 1772 301650
1643 1244 360734
1428 4487 612133
3807 1431 125195
2313 133 304802
2933 3400 282348
715 1523 602535
1375 1533 849093
2278 2947 309613
1340 2803 763329
595 389 154549
413 1587 626814
611 951 552290
2252 2250 595198
4158 807 408813
1020 1727 819571
3591 554 658202
2891 1228 542128
772 4659 397853
1481 3962 778682
1875 129 389479
1058 3922 536220
2760 166 920103
3293 1377 743848
2253 943 424786
4228 1840 462124
2692 4932 560196
575 3614 283912
4080 264 936044
1817 4460 918844
4470 4355 860658
2189 4591 554621
849 2245 809540
4582 2171 452491
3748 3734 784881
2640 1351 366974
4197 897 139583
629 1988 585
2227 3736 100014
2377 3051 685556
190 2735 193165
923 1805 360897
1942 3569 213771
540 1356 828986
4517 654 545728
3387 3066 558507
1681 57 799615
2104 2163 244857
2251 4490 421055
1221 3252 614618
2060 1792 662368
3191 2835 342311
304 3104 93792
4283 463 155269
284 4751 899080
1704 2519 818146
2317 3838 289307
